,UsoCrédito,Edad,30-59DíasTarde,60-89DíasTarde,90DíasTarde,RatioDeuda,IngresoMensual,LíneasCrédito,PréstamosCasa,Dependientes,score,decision,motivo_principal
47,0.013049348,80,0,0,0,7.0,5400.0,2,0,0.0,0.011692190690969348,Pre-concedido (Campaña),Perfil de Riesgo Bajo
48,0.222960536,56,0,0,0,0.457949309,10415.0,12,2,3.0,0.04921006500689035,Pre-concedido (Campaña),Perfil de Riesgo Bajo
49,0.019542164,41,0,0,0,0.189562088,5000.0,15,0,0.0,0.056614779850012925,Pre-concedido (Campaña),Perfil de Riesgo Bajo
50,0.524461145,56,0,0,0,0.412297893,8163.0,9,2,3.0,0.07986229882230356,Pre-concedido (Campaña),Perfil de Riesgo Bajo
51,0.083716694,52,0,0,0,0.105468338,9490.0,18,0,0.0,0.08625965861698455,Pre-concedido (Campaña),Perfil de Riesgo Bajo
52,0.12714116,87,0,0,0,0.135945622,2500.0,14,0,0.0,0.09495817592617047,Pre-concedido (Campaña),Perfil de Riesgo Bajo
53,0.004229082,45,0,0,0,0.282128747,8605.0,5,2,1.0,0.027152119152153237,Pre-concedido (Campaña),Perfil de Riesgo Bajo
54,0.9999999,48,0,0,0,0.29995905,4883.0,4,2,0.0,0.09579838410061098,Pre-concedido (Campaña),Perfil de Riesgo Bajo
55,0.09828419,36,0,0,0,0.375484586,5416.0,13,1,0.0,0.05883804521334349,Pre-concedido (Campaña),Perfil de Riesgo Bajo
56,0.553245935,47,1,0,0,0.3496557,6534.0,8,1,1.0,0.2018656289683924,Pre-concedido (Campaña),Perfil de Riesgo Bajo
57,0.113111018,69,0,0,0,0.037392521,5000.0,4,0,1.0,0.02158903233248564,Pre-concedido (Campaña),Perfil de Riesgo Bajo
58,0.623466258,29,1,0,0,0.007997715,3500.0,6,0,0.0,0.30409424120592193,Requiere Aval / Garantía,Reforzar solvencia
59,0.586821108,59,1,0,0,0.323968393,3416.0,7,0,0.0,0.22688170521513792,Pre-concedido (Campaña),Perfil de Riesgo Bajo
60,0.473293345,36,1,0,0,0.475249939,4100.0,6,1,3.0,0.2614390028125465,Pre-concedido (Campaña),Perfil de Riesgo Bajo
61,0.404983801,63,0,0,0,0.023952352,46675.0,6,0,1.0,0.03876533447157099,Pre-concedido (Campaña),Perfil de Riesgo Bajo
62,0.042376836,48,0,0,0,0.291894162,16666.0,8,2,0.0,0.025676606060474432,Pre-concedido (Campaña),Perfil de Riesgo Bajo
63,0.0,32,0,0,0,0.440890919,1750.0,7,1,0.0,0.03993640052408984,Pre-concedido (Campaña),Perfil de Riesgo Bajo
64,0.008699783,63,0,0,0,0.6961013,3000.0,6,1,0.0,0.03494633902789798,Pre-concedido (Campaña),Perfil de Riesgo Bajo
65,0.017808676,46,0,0,0,0.748034754,2416.0,6,2,0.0,0.0506544699567277,Pre-concedido (Campaña),Perfil de Riesgo Bajo
66,0.128594901,74,0,0,0,0.795734755,3000.0,22,2,0.0,0.09498793574858126,Pre-concedido (Campaña),Perfil de Riesgo Bajo
67,0.057245192,44,0,0,0,0.402049829,12000.0,9,2,0.0,0.05835505322058158,Pre-concedido (Campaña),Perfil de Riesgo Bajo
68,0.9999999,36,0,0,0,0.00239952,5000.0,0,0,0.0,0.5962774911991154,Denegado,Exceso de uso en tarjetas
69,0.060830479,60,0,0,0,0.27274191,6210.0,8,1,0.0,0.02402978959783537,Pre-concedido (Campaña),Perfil de Riesgo Bajo
70,0.9999999,52,0,0,0,0.020302695,2708.0,0,0,0.0,0.6153973031179097,Denegado,Exceso de uso en tarjetas
71,0.304505013,53,0,0,0,1909.0,5400.0,8,1,0.0,0.02242123868009493,Pre-concedido (Campaña),Perfil de Riesgo Bajo
72,1.007999,31,0,0,0,0.12593588,5208.0,3,0,0.0,0.44263963263784767,Requiere Aval / Garantía,Reforzar solvencia
73,0.205385796,71,0,0,0,0.167160055,10133.0,8,1,0.0,0.01821234641514607,Pre-concedido (Campaña),Perfil de Riesgo Bajo
74,0.9999999,34,1,0,0,0.322838581,2000.0,3,0,0.0,0.38286750885324333,Requiere Aval / Garantía,Reforzar solvencia
75,0.146739206,45,0,0,0,0.186481352,10000.0,10,1,2.0,0.03254523856840389,Pre-concedido (Campaña),Perfil de Riesgo Bajo
76,0.789460527,60,0,0,0,0.174165795,8600.0,6,1,0.0,0.12519559860648893,Pre-concedido (Campaña),Perfil de Riesgo Bajo
77,0.461022124,49,0,0,0,1.02429402,4815.0,15,1,2.0,0.21592154527503585,Pre-concedido (Campaña),Perfil de Riesgo Bajo
78,0.178906103,40,0,0,0,0.830723092,3000.0,13,2,1.0,0.14794582230670175,Pre-concedido (Campaña),Perfil de Riesgo Bajo
79,0.0,62,0,0,0,3764.0,5400.0,14,3,0.0,0.06329465244566206,Pre-concedido (Campaña),Perfil de Riesgo Bajo
80,0.04553706,38,0,0,0,0.421822272,8000.0,10,2,4.0,0.04408326779001329,Pre-concedido (Campaña),Perfil de Riesgo Bajo
81,0.085647252,47,0,0,0,577.0,5400.0,9,0,0.0,0.03287145010768989,Pre-concedido (Campaña),Perfil de Riesgo Bajo
82,0.179955135,50,0,0,0,0.273643863,12000.0,9,1,0.0,0.0438006709240224,Pre-concedido (Campaña),Perfil de Riesgo Bajo
83,0.0,25,0,0,0,0.358946213,1821.0,7,0,0.0,0.06742520824664672,Pre-concedido (Campaña),Perfil de Riesgo Bajo
84,0.076354096,80,0,0,0,0.095634096,7695.0,13,0,0.0,0.041353092681597925,Pre-concedido (Campaña),Perfil de Riesgo Bajo
85,0.274073057,48,0,0,0,0.224086484,20442.0,10,2,5.0,0.033959715592354535,Pre-concedido (Campaña),Perfil de Riesgo Bajo
86,0.0,49,0,0,0,0.481076863,5125.0,6,2,0.0,0.030373151557817158,Pre-concedido (Campaña),Perfil de Riesgo Bajo
87,0.670106417,22,0,0,0,0.172031077,900.0,3,0,0.0,0.20770506782591744,Pre-concedido (Campaña),Perfil de Riesgo Bajo
88,0.0,45,0,0,0,743.0,5400.0,8,1,0.0,0.010256037564210637,Pre-concedido (Campaña),Perfil de Riesgo Bajo
89,0.2484951,26,0,0,0,0.22406639,2650.0,7,0,0.0,0.11264628570477316,Pre-concedido (Campaña),Perfil de Riesgo Bajo
90,0.121839737,25,0,0,0,0.712418301,764.0,6,0,0.0,0.056170058201877,Pre-concedido (Campaña),Perfil de Riesgo Bajo
91,0.471882029,33,0,0,0,0.009030801,6200.0,1,0,2.0,0.17869679159548268,Pre-concedido (Campaña),Perfil de Riesgo Bajo
92,0.127925892,51,0,0,0,0.25369501,5750.0,11,1,3.0,0.03898495174856936,Pre-concedido (Campaña),Perfil de Riesgo Bajo
93,0.017074014,49,0,0,0,0.333349593,20500.0,10,2,2.0,0.0365421988935317,Pre-concedido (Campaña),Perfil de Riesgo Bajo
94,0.217222445,55,0,0,0,0.349096501,2600.0,4,1,1.0,0.0503657177229522,Pre-concedido (Campaña),Perfil de Riesgo Bajo
95,0.002333278,61,0,0,0,0.081550486,12666.0,8,2,1.0,0.01493557122372554,Pre-concedido (Campaña),Perfil de Riesgo Bajo
96,0.005574991,68,1,0,0,3.014804416,15670.0,32,21,0.0,0.10701695761305124,Pre-concedido (Campaña),Perfil de Riesgo Bajo
97,0.425852948,57,0,0,0,0.421084912,14673.0,16,2,1.0,0.10881505947539077,Pre-concedido (Campaña),Perfil de Riesgo Bajo
98,0.633435124,44,0,0,0,0.702283105,6569.0,13,1,3.0,0.1471923981363158,Pre-concedido (Campaña),Perfil de Riesgo Bajo
99,0.010456209,51,0,0,0,0.0121673,2629.0,7,0,0.0,0.058340543096986976,Pre-concedido (Campaña),Perfil de Riesgo Bajo
100,0.003817835,28,0,0,0,0.139479905,3383.0,6,0,0.0,0.06260106981939743,Pre-concedido (Campaña),Perfil de Riesgo Bajo
101,0.784202555,48,0,0,0,0.255395683,5837.0,6,0,0.0,0.20995117052545695,Pre-concedido (Campaña),Perfil de Riesgo Bajo
102,0.743010708,42,0,0,0,0.644246501,5500.0,8,2,2.0,0.18273692792632087,Pre-concedido (Campaña),Perfil de Riesgo Bajo
103,0.065279751,63,0,0,0,1227.0,5400.0,10,1,0.0,0.011964282397111848,Pre-concedido (Campaña),Perfil de Riesgo Bajo
104,0.726230416,42,0,0,0,0.511542364,7883.0,8,1,2.0,0.1334145495594383,Pre-concedido (Campaña),Perfil de Riesgo Bajo
105,0.00188723,37,1,0,0,2705.0,5400.0,15,3,0.0,0.11999225169365024,Pre-concedido (Campaña),Perfil de Riesgo Bajo
106,0.179196308,25,0,0,0,0.020753267,1300.0,3,0,0.0,0.0910481541961462,Pre-concedido (Campaña),Perfil de Riesgo Bajo
107,0.691711851,42,2,0,1,0.317501361,7347.0,10,1,0.0,0.6099247263323226,Denegado,Historial de morosidad previa
108,0.208787353,80,0,0,0,0.355753499,5500.0,11,2,1.0,0.04225365866445835,Pre-concedido (Campaña),Perfil de Riesgo Bajo
109,0.008226938,58,0,0,0,0.17470617,8167.0,13,1,0.0,0.01949701407728596,Pre-concedido (Campaña),Perfil de Riesgo Bajo
110,0.143404799,47,0,0,0,0.342215519,5966.0,11,2,0.0,0.1025162417269369,Pre-concedido (Campaña),Perfil de Riesgo Bajo
111,0.178282566,54,0,0,0,6971.0,5400.0,17,1,0.0,0.03307067200492951,Pre-concedido (Campaña),Perfil de Riesgo Bajo
112,0.134259516,32,0,0,0,2335.0,5400.0,11,2,1.0,0.05066545410617273,Pre-concedido (Campaña),Perfil de Riesgo Bajo
113,0.075396229,39,0,0,0,0.720239975,3166.0,10,1,2.0,0.12900455560828042,Pre-concedido (Campaña),Perfil de Riesgo Bajo
114,0.9999999,40,0,1,1,583.0,5400.0,2,0,1.0,0.6169443531195419,Denegado,Exceso de uso en tarjetas
115,0.9999999,33,0,0,0,0.058776489,2500.0,4,0,0.0,0.17047301309715737,Pre-concedido (Campaña),Perfil de Riesgo Bajo
116,0.053565615,63,0,0,0,0.216343969,11000.0,15,2,0.0,0.04130914840199705,Pre-concedido (Campaña),Perfil de Riesgo Bajo
117,0.007959951,64,0,0,0,1139.0,5400.0,4,1,0.0,0.00803432025078523,Pre-concedido (Campaña),Perfil de Riesgo Bajo
118,0.9999999,31,0,0,0,0.200719712,2500.0,4,0,0.0,0.1723099989342013,Pre-concedido (Campaña),Perfil de Riesgo Bajo
119,0.0,43,0,0,0,0.29008672,5880.0,8,2,0.0,0.02226875316784901,Pre-concedido (Campaña),Perfil de Riesgo Bajo
120,0.011298743,60,0,0,0,0.202783777,4166.0,11,1,0.0,0.03081639945687939,Pre-concedido (Campaña),Perfil de Riesgo Bajo
121,0.137670636,61,0,0,0,0.505499214,7000.0,7,2,1.0,0.037501080771723615,Pre-concedido (Campaña),Perfil de Riesgo Bajo
122,0.067472315,56,1,0,0,0.625610482,8394.0,20,3,0.0,0.140896743569862,Pre-concedido (Campaña),Perfil de Riesgo Bajo
123,0.156938644,53,0,0,0,0.154980627,8000.0,5,1,5.0,0.017626907735317672,Pre-concedido (Campaña),Perfil de Riesgo Bajo
124,2.182724252,49,0,1,2,497.0,5400.0,2,0,0.0,0.5929007683638959,Denegado,Exceso de uso en tarjetas
125,0.00441315,44,0,0,0,3092.0,5400.0,8,1,0.0,0.01082204366332328,Pre-concedido (Campaña),Perfil de Riesgo Bajo
126,0.167302177,59,0,0,0,0.24471435,15560.0,31,2,1.0,0.04221785681522335,Pre-concedido (Campaña),Perfil de Riesgo Bajo
127,0.009340957,93,0,0,0,0.002749313,4000.0,6,0,1.0,0.020043269709156895,Pre-concedido (Campaña),Perfil de Riesgo Bajo
128,0.008623707,50,0,0,0,0.461307738,3333.0,10,2,0.0,0.04890473103147016,Pre-concedido (Campaña),Perfil de Riesgo Bajo
129,0.061956607,62,0,0,0,2103.0,5400.0,6,2,0.0,0.010073673768037928,Pre-concedido (Campaña),Perfil de Riesgo Bajo
130,0.276868925,37,0,0,0,0.672418752,6953.0,16,3,0.0,0.1723952483894898,Pre-concedido (Campaña),Perfil de Riesgo Bajo
131,0.038497689,65,1,0,0,0.34064482,3783.0,19,1,0.0,0.11824452944922896,Pre-concedido (Campaña),Perfil de Riesgo Bajo
132,0.839659145,42,0,0,0,0.43650047,7440.0,9,2,2.0,0.2388855078133401,Pre-concedido (Campaña),Perfil de Riesgo Bajo
133,0.011208483,60,0,0,0,0.184545236,8333.0,6,0,0.0,0.03944416506844713,Pre-concedido (Campaña),Perfil de Riesgo Bajo
134,6.06e-05,65,2,0,0,0.172082509,3538.0,8,0,0.0,0.3513438686985095,Requiere Aval / Garantía,Reforzar solvencia
135,0.176630241,67,0,0,1,0.940594059,100.0,9,0,0.0,0.37681896767229883,Requiere Aval / Garantía,Reforzar solvencia
136,0.081920615,80,0,0,0,0.291636186,4100.0,12,2,0.0,0.04354328977968503,Pre-concedido (Campaña),Perfil de Riesgo Bajo
137,0.850404518,50,1,0,0,0.602526085,9104.0,13,3,0.0,0.3381994043975414,Requiere Aval / Garantía,Reforzar solvencia
138,0.0,50,1,0,0,0.501399888,12500.0,11,2,0.0,0.07024919268566558,Pre-concedido (Campaña),Perfil de Riesgo Bajo
139,0.007930445,60,0,0,0,0.039027284,8429.0,11,1,0.0,0.02138402380186628,Pre-concedido (Campaña),Perfil de Riesgo Bajo
140,0.0,34,0,0,0,0.227569657,7500.0,5,1,2.0,0.02812553880730322,Pre-concedido (Campaña),Perfil de Riesgo Bajo
141,0.038033307,76,0,0,0,0.010418475,5758.0,7,0,0.0,0.03119868110222827,Pre-concedido (Campaña),Perfil de Riesgo Bajo
142,0.0,59,0,0,0,0.536007293,3290.0,10,1,0.0,0.03156807977726441,Pre-concedido (Campaña),Perfil de Riesgo Bajo
143,0.001519939,78,0,0,0,454.0,5400.0,3,0,0.0,0.010361118405986455,Pre-concedido (Campaña),Perfil de Riesgo Bajo
144,0.0,37,0,0,0,0.14114202,3414.0,7,0,0.0,0.05231470427143861,Pre-concedido (Campaña),Perfil de Riesgo Bajo
145,0.979429915,44,0,0,1,0.359285258,4700.0,9,0,2.0,0.6046233259518243,Denegado,Exceso de uso en tarjetas
146,0.016361653,31,0,0,0,0.116996384,4700.0,3,0,0.0,0.053250011462499636,Pre-concedido (Campaña),Perfil de Riesgo Bajo
147,0.015773308,76,0,0,0,0.062423799,4100.0,5,0,1.0,0.021800139150964053,Pre-concedido (Campaña),Perfil de Riesgo Bajo
148,0.0,54,2,0,0,0.606725146,2735.0,8,2,0.0,0.2177364698364864,Pre-concedido (Campaña),Perfil de Riesgo Bajo
149,0.003749813,59,0,0,0,0.000879507,2273.0,4,0,0.0,0.022315657854290984,Pre-concedido (Campaña),Perfil de Riesgo Bajo
150,0.48197391,56,0,0,0,0.606888251,10800.0,19,3,0.0,0.17301918522102502,Pre-concedido (Campaña),Perfil de Riesgo Bajo
151,0.016171777,63,0,0,0,0.005020203,8166.0,4,0,0.0,0.019551484793481594,Pre-concedido (Campaña),Perfil de Riesgo Bajo
152,0.0,35,0,0,0,0.112387868,23409.0,4,1,0.0,0.016870054560858893,Pre-concedido (Campaña),Perfil de Riesgo Bajo
153,0.057502948,68,0,0,0,114.0,5400.0,9,0,0.0,0.01908567248012707,Pre-concedido (Campaña),Perfil de Riesgo Bajo
154,0.286390906,58,0,0,0,1973.0,5400.0,9,1,0.0,0.02237479252078922,Pre-concedido (Campaña),Perfil de Riesgo Bajo
155,0.006889335,54,0,0,0,0.656827454,4166.0,11,1,3.0,0.043826665758489945,Pre-concedido (Campaña),Perfil de Riesgo Bajo
156,0.0,46,0,0,0,0.60406335,6250.0,13,1,4.0,0.024682269562825352,Pre-concedido (Campaña),Perfil de Riesgo Bajo
157,0.247602204,51,1,0,0,0.421939349,8012.0,9,3,2.0,0.0932139842109133,Pre-concedido (Campaña),Perfil de Riesgo Bajo
158,0.0050266,64,0,0,0,741.0,5400.0,11,1,0.0,0.00817449434267055,Pre-concedido (Campaña),Perfil de Riesgo Bajo
159,1.082882132,49,0,0,0,2279.0,5400.0,6,2,1.0,0.1707007690240283,Pre-concedido (Campaña),Perfil de Riesgo Bajo
160,0.0,44,0,0,0,0.635591102,4000.0,10,1,1.0,0.03824117242647529,Pre-concedido (Campaña),Perfil de Riesgo Bajo
161,0.042934116,64,0,0,0,0.173961562,8064.0,6,1,0.0,0.020249546000314745,Pre-concedido (Campaña),Perfil de Riesgo Bajo
162,0.000359993,50,0,0,0,0.795135792,12334.0,7,1,0.0,0.022233949891530685,Pre-concedido (Campaña),Perfil de Riesgo Bajo
163,0.270135526,45,0,0,0,1334.0,5400.0,7,1,0.0,0.02865960140987658,Pre-concedido (Campaña),Perfil de Riesgo Bajo
164,0.571639446,46,0,0,0,0.08411215,4279.0,2,0,3.0,0.15349532577579114,Pre-concedido (Campaña),Perfil de Riesgo Bajo
165,0.015099748,54,0,0,0,0.008663779,3000.0,5,0,1.0,0.03218302112418223,Pre-concedido (Campaña),Perfil de Riesgo Bajo
166,0.254112438,48,0,0,0,199.0,5400.0,3,0,0.0,0.06385593458349885,Pre-concedido (Campaña),Perfil de Riesgo Bajo
167,49.92307692,62,1,1,2,1396.0,5400.0,6,0,0.0,0.7892190695431358,Denegado,Exceso de uso en tarjetas
168,0.278772123,33,0,0,0,2319.0,5400.0,7,2,0.0,0.048317488173789454,Pre-concedido (Campaña),Perfil de Riesgo Bajo
169,0.925877622,66,3,0,0,0.332060302,4974.0,9,1,1.0,0.3565936163590262,Requiere Aval / Garantía,Reforzar solvencia
170,0.0,57,0,0,0,0.315624107,3500.0,7,1,0.0,0.026369467466678582,Pre-concedido (Campaña),Perfil de Riesgo Bajo
171,0.009420475,77,0,0,0,0.002739726,6204.0,7,0,0.0,0.022634203773032,Pre-concedido (Campaña),Perfil de Riesgo Bajo
172,0.0,68,0,0,0,1.012993503,2000.0,14,1,1.0,0.02898188205445623,Pre-concedido (Campaña),Perfil de Riesgo Bajo
173,0.032264648,39,0,0,0,0.446766348,5550.0,13,1,0.0,0.041144565032860965,Pre-concedido (Campaña),Perfil de Riesgo Bajo
174,0.607622394,31,0,0,0,0.446745562,7773.0,7,1,0.0,0.12087512216958747,Pre-concedido (Campaña),Perfil de Riesgo Bajo
175,0.10725053,49,0,0,0,0.605112154,5750.0,8,2,2.0,0.04332692220318585,Pre-concedido (Campaña),Perfil de Riesgo Bajo
176,1.346613546,48,1,0,0,349.0,5400.0,4,0,0.0,0.39108271966142816,Requiere Aval / Garantía,Reforzar solvencia
177,0.18961061,53,0,0,0,0.34534712,3384.0,8,1,2.0,0.07133256424816801,Pre-concedido (Campaña),Perfil de Riesgo Bajo
178,0.713289152,56,0,0,0,0.259185204,4000.0,22,0,1.0,0.22841502598101246,Pre-concedido (Campaña),Perfil de Riesgo Bajo
179,0.0,59,0,0,0,0.426371575,15000.0,10,2,2.0,0.021828786834734253,Pre-concedido (Campaña),Perfil de Riesgo Bajo
180,0.017215349,65,0,0,0,0.39656155,10527.0,11,3,0.0,0.04709286991653076,Pre-concedido (Campaña),Perfil de Riesgo Bajo
181,0.013926305,32,1,0,0,0.314481577,3500.0,7,2,1.0,0.11748215185253967,Pre-concedido (Campaña),Perfil de Riesgo Bajo
182,0.048730085,46,0,0,0,0.136486351,10000.0,2,1,1.0,0.020543966287015,Pre-concedido (Campaña),Perfil de Riesgo Bajo
183,0.240282572,49,0,0,0,0.064624776,9500.0,4,0,3.0,0.0461649991178143,Pre-concedido (Campaña),Perfil de Riesgo Bajo
184,0.213174897,66,0,0,0,0.282042553,11749.0,17,2,0.0,0.08039486616477952,Pre-concedido (Campaña),Perfil de Riesgo Bajo
185,0.924162806,55,0,0,0,0.772163712,7500.0,14,3,1.0,0.33320782888260836,Requiere Aval / Garantía,Reforzar solvencia
186,0.140642968,64,0,0,0,84.0,5400.0,1,0,0.0,0.027098231140236333,Pre-concedido (Campaña),Perfil de Riesgo Bajo
187,0.033450084,51,0,0,0,0.064366954,8000.0,5,0,0.0,0.04214237950840416,Pre-concedido (Campaña),Perfil de Riesgo Bajo
188,0.421034057,43,0,0,0,0.026646744,8030.0,2,0,0.0,0.08826845435842423,Pre-concedido (Campaña),Perfil de Riesgo Bajo
189,0.9999999,49,0,0,0,0.041681511,14034.0,3,1,1.0,0.06216121929341593,Pre-concedido (Campaña),Perfil de Riesgo Bajo
190,0.058515422,45,0,0,0,0.84083045,2600.0,13,1,1.0,0.07524706229298932,Pre-concedido (Campaña),Perfil de Riesgo Bajo
191,0.0,53,0,0,0,0.14004914,2848.0,4,0,0.0,0.052428628985295565,Pre-concedido (Campaña),Perfil de Riesgo Bajo
192,0.52726573,47,0,0,0,0.160789083,7400.0,5,0,3.0,0.11782998816857677,Pre-concedido (Campaña),Perfil de Riesgo Bajo
193,0.148418119,53,0,0,0,0.278813064,15400.0,12,1,3.0,0.02945645464057009,Pre-concedido (Campaña),Perfil de Riesgo Bajo
194,0.978675645,62,0,0,0,0.432150313,1436.0,2,0,0.0,0.19039205987688979,Pre-concedido (Campaña),Perfil de Riesgo Bajo
195,0.0,41,0,0,0,0.0,3333.0,2,0,0.0,0.029072391878672495,Pre-concedido (Campaña),Perfil de Riesgo Bajo
